filepath,relpath,binary_label,motor_label,subtype,quality,youtube_url,source,duration
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/not_a_drone/random/tdHgCVoFjEc_2_motors_000.wav,not_a_drone/random/tdHgCVoFjEc_2_motors_000.wav,no_drone,,random,,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_001.wav,2_motors/tdHgCVoFjEc_2_motors_001.wav,drone,2_motors,,4,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_002.wav,2_motors/tdHgCVoFjEc_2_motors_002.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_003.wav,2_motors/tdHgCVoFjEc_2_motors_003.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_004.wav,2_motors/tdHgCVoFjEc_2_motors_004.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_005.wav,2_motors/tdHgCVoFjEc_2_motors_005.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_006.wav,2_motors/tdHgCVoFjEc_2_motors_006.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_007.wav,2_motors/tdHgCVoFjEc_2_motors_007.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/tdHgCVoFjEc_2_motors_008.wav,2_motors/tdHgCVoFjEc_2_motors_008.wav,drone,2_motors,,5,https://www.youtube.com/shorts/tdHgCVoFjEc,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/not_a_drone/random/mcE_Ma_cOUk_2_motors_000.wav,not_a_drone/random/mcE_Ma_cOUk_2_motors_000.wav,no_drone,,random,,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/not_a_drone/random/mcE_Ma_cOUk_2_motors_001.wav,not_a_drone/random/mcE_Ma_cOUk_2_motors_001.wav,no_drone,,random,,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/mcE_Ma_cOUk_2_motors_002.wav,2_motors/mcE_Ma_cOUk_2_motors_002.wav,drone,2_motors,,2,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/mcE_Ma_cOUk_2_motors_003.wav,2_motors/mcE_Ma_cOUk_2_motors_003.wav,drone,2_motors,,4,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/mcE_Ma_cOUk_2_motors_004.wav,2_motors/mcE_Ma_cOUk_2_motors_004.wav,drone,2_motors,,4,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/mcE_Ma_cOUk_2_motors_005.wav,2_motors/mcE_Ma_cOUk_2_motors_005.wav,drone,2_motors,,4,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/mcE_Ma_cOUk_2_motors_006.wav,2_motors/mcE_Ma_cOUk_2_motors_006.wav,drone,2_motors,,4,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
/home/argyris/Desktop/Projects/github/drone-audio-classification/datasets/Drone_Audio_Dataset/audio/2_motors/mcE_Ma_cOUk_2_motors_007.wav,2_motors/mcE_Ma_cOUk_2_motors_007.wav,drone,2_motors,,4,https://www.youtube.com/shorts/mcE_Ma_cOUk,youtube,2.0
